MCode,Cohort,AcademicYearStart,Women3,Men3,Cap,institution,Students3,icy,cohort_id,icym,module_id
5.601,1,2021,9,90,,UOC_Spain,99,UOC_Spain12021,17,UOC_Spain120215.601,476
5.604,1,2021,21,204,,UOC_Spain,225,UOC_Spain12021,17,UOC_Spain120215.604,477
5.607,1,2021,12,126,,UOC_Spain,138,UOC_Spain12021,17,UOC_Spain120215.607,478
5.613,1,2021,27,198,,UOC_Spain,225,UOC_Spain12021,17,UOC_Spain120215.613,479
5.614,1,2021,126,747,,UOC_Spain,873,UOC_Spain12021,17,UOC_Spain120215.614,480
5.672,1,2021,6,27,,UOC_Spain,33,UOC_Spain12021,17,UOC_Spain120215.672,481
22.4,1,2022,42,123,,UOC_Spain,165,UOC_Spain12022,18,UOC_Spain1202222.4,482
5.574,1,2022,9,144,,UOC_Spain,153,UOC_Spain12022,18,UOC_Spain120225.574,483
5.576,1,2022,15,117,,UOC_Spain,132,UOC_Spain12022,18,UOC_Spain120225.576,484
5.577,1,2022,6,51,,UOC_Spain,57,UOC_Spain12022,18,UOC_Spain120225.577,485
5.578,1,2022,9,45,,UOC_Spain,54,UOC_Spain12022,18,UOC_Spain120225.578,486
5.579,1,2022,15,96,,UOC_Spain,111,UOC_Spain12022,18,UOC_Spain120225.579,487
5.58,1,2022,12,99,,UOC_Spain,111,UOC_Spain12022,18,UOC_Spain120225.58,488
5.581,1,2022,12,129,,UOC_Spain,141,UOC_Spain12022,18,UOC_Spain120225.581,489
5.583,1,2022,15,132,,UOC_Spain,147,UOC_Spain12022,18,UOC_Spain120225.583,490
5.584,1,2022,18,225,,UOC_Spain,243,UOC_Spain12022,18,UOC_Spain120225.584,491
5.586,1,2022,30,228,,UOC_Spain,258,UOC_Spain12022,18,UOC_Spain120225.586,492
5.587,1,2022,18,165,,UOC_Spain,183,UOC_Spain12022,18,UOC_Spain120225.587,493
5.588,1,2022,9,96,,UOC_Spain,105,UOC_Spain12022,18,UOC_Spain120225.588,494
5.591,1,2022,6,66,,UOC_Spain,72,UOC_Spain12022,18,UOC_Spain120225.591,495
5.592,1,2022,6,36,,UOC_Spain,42,UOC_Spain12022,18,UOC_Spain120225.592,496
5.593,1,2022,27,264,,UOC_Spain,291,UOC_Spain12022,18,UOC_Spain120225.593,497
5.594,1,2022,3,66,,UOC_Spain,69,UOC_Spain12022,18,UOC_Spain120225.594,498
5.595,1,2022,15,123,,UOC_Spain,138,UOC_Spain12022,18,UOC_Spain120225.595,499
5.596,1,2022,30,201,,UOC_Spain,231,UOC_Spain12022,18,UOC_Spain120225.596,500
5.597,1,2022,21,240,,UOC_Spain,261,UOC_Spain12022,18,UOC_Spain120225.597,501
5.598,1,2022,18,138,,UOC_Spain,156,UOC_Spain12022,18,UOC_Spain120225.598,502
5.599,1,2022,18,171,,UOC_Spain,189,UOC_Spain12022,18,UOC_Spain120225.599,503
5.6,1,2022,15,141,,UOC_Spain,156,UOC_Spain12022,18,UOC_Spain120225.6,504
5.601,1,2022,12,108,,UOC_Spain,120,UOC_Spain12022,18,UOC_Spain120225.601,505
5.604,1,2022,24,222,,UOC_Spain,246,UOC_Spain12022,18,UOC_Spain120225.604,506
5.607,1,2022,21,159,,UOC_Spain,180,UOC_Spain12022,18,UOC_Spain120225.607,507
5.613,1,2022,54,339,,UOC_Spain,393,UOC_Spain12022,18,UOC_Spain120225.613,508
5.614,1,2022,126,801,,UOC_Spain,927,UOC_Spain12022,18,UOC_Spain120225.614,509
5.672,1,2022,3,27,,UOC_Spain,30,UOC_Spain12022,18,UOC_Spain120225.672,510
CSC301H5,3,2020,18,93,,UofT_Canada,111,UofT_Canada32020,19,UofT_Canada32020CSC301H5,511
CSC309H5,3,2020,12,111,,UofT_Canada,123,UofT_Canada32020,19,UofT_Canada32020CSC309H5,512
CSC311H5,3,2020,24,138,,UofT_Canada,162,UofT_Canada32020,19,UofT_Canada32020CSC311H5,513
CSC324H5,3,2020,27,99,,UofT_Canada,126,UofT_Canada32020,19,UofT_Canada32020CSC324H5,514
CSC338H5,3,2020,12,45,,UofT_Canada,57,UofT_Canada32020,19,UofT_Canada32020CSC338H5,515
CSC347H5,3,2020,18,126,,UofT_Canada,144,UofT_Canada32020,19,UofT_Canada32020CSC347H5,516
CSC367H5,3,2020,6,48,,UofT_Canada,54,UofT_Canada32020,19,UofT_Canada32020CSC367H5,517
CSC375H5,3,2020,0,15,,UofT_Canada,15,UofT_Canada32020,19,UofT_Canada32020CSC375H5,518
CSC376H5,3,2020,3,24,,UofT_Canada,27,UofT_Canada32020,19,UofT_Canada32020CSC376H5,519
CSC384H5,3,2020,6,27,,UofT_Canada,33,UofT_Canada32020,19,UofT_Canada32020CSC384H5,520
CSC301H5,3,2021,9,129,,UofT_Canada,138,UofT_Canada32021,20,UofT_Canada32021CSC301H5,521
CSC309H5,3,2021,21,153,,UofT_Canada,174,UofT_Canada32021,20,UofT_Canada32021CSC309H5,522
CSC311H5,3,2021,27,153,,UofT_Canada,180,UofT_Canada32021,20,UofT_Canada32021CSC311H5,523
CSC324H5,3,2021,33,195,,UofT_Canada,228,UofT_Canada32021,20,UofT_Canada32021CSC324H5,524
CSC338H5,3,2021,9,45,,UofT_Canada,54,UofT_Canada32021,20,UofT_Canada32021CSC338H5,525
CSC347H5,3,2021,21,135,,UofT_Canada,156,UofT_Canada32021,20,UofT_Canada32021CSC347H5,526
CSC367H5,3,2021,6,54,,UofT_Canada,60,UofT_Canada32021,20,UofT_Canada32021CSC367H5,527
CSC376H5,3,2021,6,33,,UofT_Canada,39,UofT_Canada32021,20,UofT_Canada32021CSC376H5,528
CSC384H5,3,2021,9,57,,UofT_Canada,66,UofT_Canada32021,20,UofT_Canada32021CSC384H5,529
CSC301H5,3,2022,6,45,,UofT_Canada,51,UofT_Canada32022,21,UofT_Canada32022CSC301H5,530
CSC309H5,3,2022,18,126,,UofT_Canada,144,UofT_Canada32022,21,UofT_Canada32022CSC309H5,531
CSC311H5,3,2022,27,150,,UofT_Canada,177,UofT_Canada32022,21,UofT_Canada32022CSC311H5,532
CSC324H5,3,2022,15,81,,UofT_Canada,96,UofT_Canada32022,21,UofT_Canada32022CSC324H5,533
CSC338H5,3,2022,9,30,,UofT_Canada,39,UofT_Canada32022,21,UofT_Canada32022CSC338H5,534
CSC347H5,3,2022,18,111,,UofT_Canada,129,UofT_Canada32022,21,UofT_Canada32022CSC347H5,535
CSC367H5,3,2022,3,51,,UofT_Canada,54,UofT_Canada32022,21,UofT_Canada32022CSC367H5,536
CSC375H5,3,2022,0,6,,UofT_Canada,6,UofT_Canada32022,21,UofT_Canada32022CSC375H5,537
CSC376H5,3,2022,3,39,,UofT_Canada,42,UofT_Canada32022,21,UofT_Canada32022CSC376H5,538
CSC384H5,3,2022,12,81,,UofT_Canada,93,UofT_Canada32022,21,UofT_Canada32022CSC384H5,539
CSC413H5,4,2020,12,54,,UofT_Canada,66,UofT_Canada42020,22,UofT_Canada42020CSC413H5,540
CSC413H5,4,2021,9,54,,UofT_Canada,63,UofT_Canada42021,23,UofT_Canada42021CSC413H5,541
CSC488H5,4,2021,3,24,,UofT_Canada,27,UofT_Canada42021,23,UofT_Canada42021CSC488H5,542
CSC413H5,4,2022,9,63,,UofT_Canada,72,UofT_Canada42022,24,UofT_Canada42022CSC413H5,543
CSC488H5,4,2022,3,36,,UofT_Canada,39,UofT_Canada42022,24,UofT_Canada42022CSC488H5,544
1DL034,1,2020,15,54,,Uppsala_Sweden,69,Uppsala_Sweden12020,25,Uppsala_Sweden120201DL034,545
1DL251,1,2020,42,66,,Uppsala_Sweden,108,Uppsala_Sweden12020,25,Uppsala_Sweden120201DL251,546
1DL251,1,2020,12,48,,Uppsala_Sweden,60,Uppsala_Sweden12020,25,Uppsala_Sweden120201DL251,546
1DL481,1,2020,6,27,,Uppsala_Sweden,33,Uppsala_Sweden12020,25,Uppsala_Sweden120201DL481,547
1DL550,1,2020,6,33,,Uppsala_Sweden,39,Uppsala_Sweden12020,25,Uppsala_Sweden120201DL550,548
1DT052,1,2020,15,60,,Uppsala_Sweden,75,Uppsala_Sweden12020,25,Uppsala_Sweden120201DT052,549
1DT072,1,2020,12,60,,Uppsala_Sweden,72,Uppsala_Sweden12020,25,Uppsala_Sweden120201DT072,550
1DT075,1,2020,9,42,,Uppsala_Sweden,51,Uppsala_Sweden12020,25,Uppsala_Sweden120201DT075,551
1MD001,1,2020,24,24,,Uppsala_Sweden,48,Uppsala_Sweden12020,25,Uppsala_Sweden120201MD001,552
1MD004,1,2020,18,27,,Uppsala_Sweden,45,Uppsala_Sweden12020,25,Uppsala_Sweden120201MD004,553
1MD300,1,2020,6,9,,Uppsala_Sweden,15,Uppsala_Sweden12020,25,Uppsala_Sweden120201MD300,554
1TD062,1,2020,24,78,,Uppsala_Sweden,102,Uppsala_Sweden12020,25,Uppsala_Sweden120201TD062,555
1TD169,1,2020,15,39,,Uppsala_Sweden,54,Uppsala_Sweden12020,25,Uppsala_Sweden120201TD169,556
1TD388,1,2020,15,30,,Uppsala_Sweden,45,Uppsala_Sweden12020,25,Uppsala_Sweden120201TD388,557
1TD403,1,2020,6,39,,Uppsala_Sweden,45,Uppsala_Sweden12020,25,Uppsala_Sweden120201TD403,558
1DL034,1,2021,24,99,,Uppsala_Sweden,123,Uppsala_Sweden12021,26,Uppsala_Sweden120211DL034,559
1DL251,1,2021,9,24,,Uppsala_Sweden,33,Uppsala_Sweden12021,26,Uppsala_Sweden120211DL251,560
1DL251,1,2021,30,66,,Uppsala_Sweden,96,Uppsala_Sweden12021,26,Uppsala_Sweden120211DL251,560
1DL481,1,2021,3,27,,Uppsala_Sweden,30,Uppsala_Sweden12021,26,Uppsala_Sweden120211DL481,561
1DL550,1,2021,3,33,,Uppsala_Sweden,36,Uppsala_Sweden12021,26,Uppsala_Sweden120211DL550,562
1DT052,1,2021,12,42,,Uppsala_Sweden,54,Uppsala_Sweden12021,26,Uppsala_Sweden120211DT052,563
1DT072,1,2021,15,66,,Uppsala_Sweden,81,Uppsala_Sweden12021,26,Uppsala_Sweden120211DT072,564
1DT075,1,2021,12,39,,Uppsala_Sweden,51,Uppsala_Sweden12021,26,Uppsala_Sweden120211DT075,565
1MD001,1,2021,12,27,,Uppsala_Sweden,39,Uppsala_Sweden12021,26,Uppsala_Sweden120211MD001,566
1MD004,1,2021,18,15,,Uppsala_Sweden,33,Uppsala_Sweden12021,26,Uppsala_Sweden120211MD004,567
1MD300,1,2021,9,12,,Uppsala_Sweden,21,Uppsala_Sweden12021,26,Uppsala_Sweden120211MD300,568
1TD062,1,2021,12,57,,Uppsala_Sweden,69,Uppsala_Sweden12021,26,Uppsala_Sweden120211TD062,569
1TD169,1,2021,12,36,,Uppsala_Sweden,48,Uppsala_Sweden12021,26,Uppsala_Sweden120211TD169,570
1TD388,1,2021,6,21,,Uppsala_Sweden,27,Uppsala_Sweden12021,26,Uppsala_Sweden120211TD388,571
1TD403,1,2021,12,72,,Uppsala_Sweden,84,Uppsala_Sweden12021,26,Uppsala_Sweden120211TD403,572
1DL034,1,2022,18,66,,Uppsala_Sweden,84,Uppsala_Sweden12022,27,Uppsala_Sweden120221DL034,573
1DL251,1,2022,3,36,,Uppsala_Sweden,39,Uppsala_Sweden12022,27,Uppsala_Sweden120221DL251,574
1DL251,1,2022,33,87,,Uppsala_Sweden,120,Uppsala_Sweden12022,27,Uppsala_Sweden120221DL251,574
1DL481,1,2022,3,21,,Uppsala_Sweden,24,Uppsala_Sweden12022,27,Uppsala_Sweden120221DL481,575
1DL550,1,2022,3,36,,Uppsala_Sweden,39,Uppsala_Sweden12022,27,Uppsala_Sweden120221DL550,576
1DT052,1,2022,9,42,,Uppsala_Sweden,51,Uppsala_Sweden12022,27,Uppsala_Sweden120221DT052,577
1DT072,1,2022,18,84,,Uppsala_Sweden,102,Uppsala_Sweden12022,27,Uppsala_Sweden120221DT072,578
1DT075,1,2022,6,48,,Uppsala_Sweden,54,Uppsala_Sweden12022,27,Uppsala_Sweden120221DT075,579
1MD001,1,2022,24,24,,Uppsala_Sweden,48,Uppsala_Sweden12022,27,Uppsala_Sweden120221MD001,580
1MD004,1,2022,21,21,,Uppsala_Sweden,42,Uppsala_Sweden12022,27,Uppsala_Sweden120221MD004,581
1MD300,1,2022,6,6,,Uppsala_Sweden,12,Uppsala_Sweden12022,27,Uppsala_Sweden120221MD300,582
1TD062,1,2022,18,66,,Uppsala_Sweden,84,Uppsala_Sweden12022,27,Uppsala_Sweden120221TD062,583
1TD169,1,2022,18,84,,Uppsala_Sweden,102,Uppsala_Sweden12022,27,Uppsala_Sweden120221TD169,584
1TD388,1,2022,0,24,,Uppsala_Sweden,24,Uppsala_Sweden12022,27,Uppsala_Sweden120221TD388,585
1TD403,1,2022,15,57,,Uppsala_Sweden,72,Uppsala_Sweden12022,27,Uppsala_Sweden120221TD403,586
CS3704,1,2020,42,126,,VirginiaTech_USA,168,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS3704,587
CS3714,1,2020,24,117,,VirginiaTech_USA,141,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS3714,588
CS3724,1,2020,51,126,,VirginiaTech_USA,177,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS3724,589
CS3744,1,2020,27,120,,VirginiaTech_USA,147,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS3744,590
CS3754,1,2020,12,105,,VirginiaTech_USA,117,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS3754,591
CS3824,1,2020,6,30,,VirginiaTech_USA,36,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS3824,592
CS4104,1,2020,39,168,,VirginiaTech_USA,207,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4104,593
CS4114,1,2020,33,105,,VirginiaTech_USA,138,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4114,594
CS4124,1,2020,0,15,,VirginiaTech_USA,15,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4124,595
CS4134,1,2020,3,30,,VirginiaTech_USA,33,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4134,596
CS4144,1,2020,0,6,,VirginiaTech_USA,6,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4144,597
CS4234,1,2020,0,12,,VirginiaTech_USA,12,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4234,598
CS4254,1,2020,3,21,,VirginiaTech_USA,24,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4254,599
CS4264,1,2020,24,108,,VirginiaTech_USA,132,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4264,600
CS4284,1,2020,9,48,,VirginiaTech_USA,57,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4284,601
CS4504,1,2020,0,9,,VirginiaTech_USA,9,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4504,602
CS4604,1,2020,6,63,,VirginiaTech_USA,69,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4604,603
CS4624,1,2020,9,54,,VirginiaTech_USA,63,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4624,604
CS4644,1,2020,18,39,,VirginiaTech_USA,57,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4644,605
CS4704,1,2020,30,117,,VirginiaTech_USA,147,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4704,606
CS4784,1,2020,12,24,,VirginiaTech_USA,36,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4784,607
CS4804,1,2020,6,42,,VirginiaTech_USA,48,VirginiaTech_USA12020,28,VirginiaTech_USA12020CS4804,608
CS3704,1,2021,27,147,,VirginiaTech_USA,174,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS3704,609
CS3714,1,2021,18,147,,VirginiaTech_USA,165,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS3714,610
CS3724,1,2021,81,177,,VirginiaTech_USA,258,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS3724,611
CS3744,1,2021,21,132,,VirginiaTech_USA,153,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS3744,612
CS3754,1,2021,21,105,,VirginiaTech_USA,126,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS3754,613
CS3824,1,2021,3,18,,VirginiaTech_USA,21,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS3824,614
CS4104,1,2021,54,279,,VirginiaTech_USA,333,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4104,615
CS4114,1,2021,15,54,,VirginiaTech_USA,69,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4114,616
CS4124,1,2021,0,12,,VirginiaTech_USA,12,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4124,617
CS4234,1,2021,3,9,,VirginiaTech_USA,12,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4234,618
CS4254,1,2021,6,27,,VirginiaTech_USA,33,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4254,619
CS4264,1,2021,12,96,,VirginiaTech_USA,108,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4264,620
CS4284,1,2021,6,27,,VirginiaTech_USA,33,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4284,621
CS4504,1,2021,0,9,,VirginiaTech_USA,9,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4504,622
CS4604,1,2021,18,63,,VirginiaTech_USA,81,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4604,623
CS4624,1,2021,12,117,,VirginiaTech_USA,129,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4624,624
CS4644,1,2021,15,21,,VirginiaTech_USA,36,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4644,625
CS4704,1,2021,21,132,,VirginiaTech_USA,153,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4704,626
CS4784,1,2021,18,27,,VirginiaTech_USA,45,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4784,627
CS4804,1,2021,3,63,,VirginiaTech_USA,66,VirginiaTech_USA12021,29,VirginiaTech_USA12021CS4804,628
CS3704,1,2022,69,261,,VirginiaTech_USA,330,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS3704,629
CS3714,1,2022,36,168,,VirginiaTech_USA,204,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS3714,630
CS3724,1,2022,66,180,,VirginiaTech_USA,246,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS3724,631
CS3744,1,2022,51,183,,VirginiaTech_USA,234,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS3744,632
CS3754,1,2022,12,84,,VirginiaTech_USA,96,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS3754,633
CS3824,1,2022,3,12,,VirginiaTech_USA,15,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS3824,634
CS4104,1,2022,66,321,,VirginiaTech_USA,387,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4104,635
CS4114,1,2022,18,63,,VirginiaTech_USA,81,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4114,636
CS4124,1,2022,3,42,,VirginiaTech_USA,45,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4124,637
CS4234,1,2022,3,15,,VirginiaTech_USA,18,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4234,638
CS4254,1,2022,3,42,,VirginiaTech_USA,45,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4254,639
CS4264,1,2022,21,135,,VirginiaTech_USA,156,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4264,640
CS4284,1,2022,6,39,,VirginiaTech_USA,45,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4284,641
CS4504,1,2022,3,9,,VirginiaTech_USA,12,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4504,642
CS4604,1,2022,36,102,,VirginiaTech_USA,138,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4604,643
CS4624,1,2022,30,123,,VirginiaTech_USA,153,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4624,644
CS4644,1,2022,18,21,,VirginiaTech_USA,39,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4644,645
CS4704,1,2022,30,186,,VirginiaTech_USA,216,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4704,646
CS4784,1,2022,24,30,,VirginiaTech_USA,54,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4784,647
CS4804,1,2022,3,54,,VirginiaTech_USA,57,VirginiaTech_USA12022,30,VirginiaTech_USA12022CS4804,648
